time,projectId,userId,metric_id,chunk_index,quality,body_pose,accX,accY,accZ,1d_signal,timestamp,alignment_point
1668606322.517285,TEST,user-test-000,0x2b,206,4,1,-22,-37,512,571,2022-11-16 13:45:22.517285109,
1668606322.5481968,TEST,user-test-000,0x2b,206,4,1,-23,-37,513,573,2022-11-16 13:45:22.548196793,
1668606322.5791082,TEST,user-test-000,0x2b,206,4,1,-23,-37,513,573,2022-11-16 13:45:22.579108238,
1668606322.6100194,TEST,user-test-000,0x2b,206,4,1,-23,-36,512,571,2022-11-16 13:45:22.610019445,
1668606322.6419282,TEST,user-test-000,0x2b,206,4,1,-22,-36,512,570,2022-11-16 13:45:22.641928196,
1668606322.6728394,TEST,user-test-000,0x2b,206,4,1,-22,-38,512,572,2022-11-16 13:45:22.672839403,
1668606322.7037508,TEST,user-test-000,0x2b,206,4,1,-26,-38,512,576,2022-11-16 13:45:22.703750849,
1668606322.734662,TEST,user-test-000,0x2b,206,4,1,-24,-36,513,573,2022-11-16 13:45:22.734662056,
1668606322.7665708,TEST,user-test-000,0x2b,206,4,1,-22,-35,512,569,2022-11-16 13:45:22.766570807,
1668606322.797482,TEST,user-test-000,0x2b,206,4,1,-22,-36,511,569,2022-11-16 13:45:22.797482014,
1668606322.8283937,TEST,user-test-000,0x2b,206,4,1,-23,-36,511,570,2022-11-16 13:45:22.828393698,
1668606322.859305,TEST,user-test-000,0x2b,206,4,1,-24,-34,514,572,2022-11-16 13:45:22.859304905,
1668606322.8912134,TEST,user-test-000,0x2b,206,4,1,-23,-35,514,572,2022-11-16 13:45:22.891213417,
1668606322.9221246,TEST,user-test-000,0x2b,206,4,1,-21,-36,512,569,2022-11-16 13:45:22.922124624,
1668606322.953036,TEST,user-test-000,0x2b,206,4,1,-22,-35,512,569,2022-11-16 13:45:22.953036070,
1668606322.9839473,TEST,user-test-000,0x2b,206,4,1,-26,-35,512,573,2022-11-16 13:45:22.983947277,
